image file name,Powerline
Check  (65).bmp,YES
Check  (227).bmp,YES
Check   (180).bmp,NO
Check   (1774).bmp,NO
Check   (1872).bmp,NO
Check  (1647).bmp,YES
Check  (534).bmp,YES
Check  (2103).bmp,YES
Check   (1671).bmp,NO
Check  (205).bmp,YES
Check  (805).bmp,YES
Check   (1541).bmp,NO
Check   (2342).bmp,NO
Check   (2273).bmp,NO
Check   (1587).bmp,NO
Check   (2551).bmp,NO
Check   (3015).bmp,NO
Check   (2812).bmp,NO
Check   (2017).bmp,NO
Check  (2319).bmp,YES
Check   (422).bmp,NO
Check   (194).bmp,NO
Check   (114).bmp,NO
Check  (225).bmp,YES
Check  (2463).bmp,YES
Check  (60).bmp,YES
Check  (2421).bmp,YES
Check  (2031).bmp,YES
Check   (662).bmp,NO
Check  (638).bmp,YES
Check   (267).bmp,NO
Check   (2141).bmp,NO
Check   (640).bmp,NO
Check   (1119).bmp,NO
Check   (158).bmp,NO
Check   (703).bmp,NO
Check   (889).bmp,NO
Check   (1957).bmp,NO
Check  (2473).bmp,YES
Check  (48).bmp,YES
Check  (1390).bmp,YES
Check   (2703).bmp,NO
Check   (2928).bmp,NO
Check   (2990).bmp,NO
Check   (2697).bmp,NO
Check  (201).bmp,YES
Check   (2100).bmp,NO
Check   (252).bmp,YES
Check   (2840).bmp,NO
Check   (152).bmp,NO
Check   (1843).bmp,NO
Check   (2473).bmp,NO
Check  (1910).bmp,YES
Check   (1980).bmp,NO
Check   (13).bmp,NO
Check  (959).bmp,YES
Check   (613).bmp,NO
Check   (108).bmp,NO
Check  (1252).bmp,YES
Check   (666).bmp,NO
Check   (1087).bmp,NO
Check   (519).bmp,NO
Check  (86).bmp,YES
Check  (1922).bmp,YES
Check   (2112).bmp,YES
Check   (420).bmp,NO
Check   (2360).bmp,NO
Check   (3054).bmp,NO
Check   (500).bmp,NO
Check   (1384).bmp,NO
Check  (851).bmp,YES
Check  (1972).bmp,YES
Check   (2849).bmp,NO
Check   (2687).bmp,NO
Check  (36).bmp,YES
Check   (3424).bmp,NO
Check  (1273).bmp,YES
Check   (561).bmp,NO
Check   (2848).bmp,YES
Check  (2618).bmp,YES
Check  (1049).bmp,YES
Check  (1352).bmp,YES
Check   (3249).bmp,NO
Check   (2408).bmp,NO
Check  (52).bmp,YES
Check   (452).bmp,NO
Check  (1655).bmp,YES
Check  (514).bmp,YES
Check   (1852).bmp,NO
Check   (2430).bmp,NO
Check  (761).bmp,YES
Check   (3394).bmp,NO
Check  (286).bmp,YES
Check   (3294).bmp,NO
Check   (878).bmp,NO
Check   (2387).bmp,YES
Check   (395).bmp,NO
Check  (1248).bmp,YES
Check  (595).bmp,YES
Check   (400).bmp,NO
Check   (2618).bmp,NO
Check  (1502).bmp,YES
Check   (2583).bmp,NO
Check  (408).bmp,YES
Check  (277).bmp,YES
Check   (189).bmp,NO
Check   (1033).bmp,NO
Check   (1842).bmp,NO
Check   (2705).bmp,NO
Check   (919).bmp,NO
Check  (107).bmp,YES
Check  (1421).bmp,YES
Check   (2368).bmp,NO
Check  (1496).bmp,YES
Check  (1706).bmp,YES
Check   (1190).bmp,NO
Check   (2150).bmp,NO
Check  (1790).bmp,YES
Check  (1284).bmp,YES
Check  (2030).bmp,YES
Check   (1459).bmp,NO
Check   (2579).bmp,NO
Check   (688).bmp,NO
Check   (970).bmp,NO
Check  (1366).bmp,YES
Check  (1928).bmp,YES
Check  (2151).bmp,YES
Check  (2542).bmp,YES
Check   (2026).bmp,NO
Check  (1275).bmp,YES
Check   (2024).bmp,NO
Check  (1857).bmp,YES
Check  (1697).bmp,YES
Check  (1325).bmp,YES
Check   (2492).bmp,NO
Check  (1882).bmp,YES
Check  (630).bmp,YES
Check   (739).bmp,NO
Check  (1895).bmp,YES
Check  (2034).bmp,YES
Check  (2195).bmp,YES
Check   (2730).bmp,NO
Check  (2289).bmp,YES
Check   (685).bmp,NO
Check   (2428).bmp,NO
Check   (1320).bmp,NO
Check   (513).bmp,NO
Check  (1617).bmp,YES
Check   (2437).bmp,NO
Check  (152).bmp,YES
Check  (1726).bmp,YES
Check  (413).bmp,YES
Check  (444).bmp,YES
Check  (1138).bmp,YES
Check  (156).bmp,YES
Check  (183).bmp,YES
Check   (3276).bmp,NO
Check   (865).bmp,NO
Check   (473).bmp,NO
Check   (1599).bmp,NO
Check   (2417).bmp,NO
Check  (2614).bmp,YES
Check  (942).bmp,YES
Check   (676).bmp,NO
Check   (40).bmp,NO
Check  (1614).bmp,YES
Check   (2803).bmp,NO
Check   (3221).bmp,YES
Check   (2777).bmp,NO
Check   (3405).bmp,NO
Check   (537).bmp,NO
Check  (1494).bmp,YES
Check  (857).bmp,YES
Check  (868).bmp,YES
Check   (983).bmp,NO
Check   (334).bmp,NO
Check   (2871).bmp,NO
Check  (13).bmp,YES
Check   (3177).bmp,NO
Check  (354).bmp,YES
Check   (3059).bmp,NO
Check   (693).bmp,NO
Check   (1867).bmp,NO
Check   (1697).bmp,NO
Check   (675).bmp,NO
Check   (2291).bmp,NO
Check   (2082).bmp,NO
Check  (2204).bmp,YES
Check  (1660).bmp,YES
Check   (695).bmp,NO
Check   (1387).bmp,NO
Check   (2541).bmp,NO
Check   (2908).bmp,NO
Check   (3028).bmp,YES
Check   (2820).bmp,YES
Check   (366).bmp,NO
Check  (1992).bmp,YES
Check   (17).bmp,NO
Check   (2380).bmp,NO
Check  (1728).bmp,YES
Check  (1218).bmp,YES
Check  (2353).bmp,YES
Check  (1152).bmp,YES
Check  (663).bmp,YES
Check  (1775).bmp,YES
Check  (47).bmp,YES
Check   (1555).bmp,NO
Check   (670).bmp,NO
Check  (188).bmp,YES
Check   (3404).bmp,NO
Check   (738).bmp,NO
Check   (6).bmp,NO
Check   (1932).bmp,NO
Check   (3432).bmp,NO
Check   (3032).bmp,NO
Check   (3043).bmp,NO
Check   (435).bmp,NO
Check   (2949).bmp,NO
Check  (66).bmp,YES
Check  (2077).bmp,YES
Check  (346).bmp,YES
Check  (1507).bmp,YES
Check   (2421).bmp,NO
Check   (3323).bmp,NO
Check   (2176).bmp,NO
Check  (1788).bmp,YES
Check  (1383).bmp,YES
Check   (1477).bmp,NO
Check   (1450).bmp,NO
Check  (138).bmp,YES
Check   (694).bmp,NO
Check   (2631).bmp,NO
Check  (904).bmp,YES
Check   (778).bmp,NO
Check  (2114).bmp,YES
Check   (1615).bmp,NO
Check   (1775).bmp,NO
Check   (2298).bmp,NO
Check   (1993).bmp,NO
Check   (1221).bmp,NO
Check   (21).bmp,NO
Check   (997).bmp,NO
Check   (2632).bmp,YES
Check   (2384).bmp,NO
Check   (1752).bmp,NO
Check  (72).bmp,YES
Check   (631).bmp,NO
Check   (1977).bmp,NO
Check  (2293).bmp,YES
Check   (3383).bmp,NO
Check  (1255).bmp,YES
Check  (2594).bmp,YES
Check   (2669).bmp,NO
Check   (238).bmp,NO
Check  (752).bmp,YES
Check   (1871).bmp,YES
Check  (1779).bmp,YES
Check   (714).bmp,NO
Check  (1017).bmp,YES
Check  (1221).bmp,YES
Check  (185).bmp,YES
Check   (679).bmp,NO
Check  (1555).bmp,YES
Check   (602).bmp,NO
Check   (2796).bmp,NO
Check   (3004).bmp,NO
Check  (2047).bmp,YES
Check   (2498).bmp,NO
Check   (1219).bmp,NO
Check  (903).bmp,YES
Check  (1237).bmp,YES
Check   (2390).bmp,NO
Check   (2161).bmp,NO
Check  (559).bmp,YES
Check  (2141).bmp,YES
Check  (609).bmp,YES
Check  (1668).bmp,YES
Check   (2605).bmp,NO
Check   (1736).bmp,NO
Check  (1763).bmp,YES
Check  (1888).bmp,YES
Check   (1304).bmp,NO
Check   (549).bmp,NO
Check   (1857).bmp,NO
Check   (1665).bmp,YES
Check  (712).bmp,YES
Check   (2320).bmp,YES
Check  (938).bmp,YES
Check  (2604).bmp,YES
Check   (3002).bmp,NO
Check   (1277).bmp,NO
Check  (1232).bmp,YES
Check   (2060).bmp,NO
Check   (616).bmp,NO
Check  (1397).bmp,YES
Check  (1520).bmp,YES
Check   (1048).bmp,NO
Check  (58).bmp,YES
Check  (2324).bmp,YES
Check   (1276).bmp,NO
Check   (2564).bmp,NO
Check   (1431).bmp,NO
Check  (2256).bmp,YES
Check   (3181).bmp,YES
Check  (1322).bmp,YES
Check   (1364).bmp,NO
Check   (1435).bmp,NO
Check  (1913).bmp,YES
Check  (1071).bmp,YES
Check  (2582).bmp,YES
Check  (99).bmp,YES
Check  (2126).bmp,YES
Check   (1354).bmp,NO
Check   (1961).bmp,NO
Check   (2041).bmp,NO
Check  (1198).bmp,YES
Check   (2313).bmp,NO
Check   (1757).bmp,NO
Check  (1670).bmp,YES
Check   (955).bmp,NO
Check   (199).bmp,NO
Check   (1500).bmp,NO
Check  (1420).bmp,YES
Check  (428).bmp,YES
Check   (1949).bmp,NO
Check   (1365).bmp,NO
Check   (691).bmp,NO
Check  (1245).bmp,YES
Check  (1684).bmp,YES
Check  (356).bmp,YES
Check  (2282).bmp,YES
Check   (2594).bmp,NO
Check  (2380).bmp,NO
Check   (2641).bmp,NO
Check  (317).bmp,YES
Check   (1486).bmp,NO
Check   (1436).bmp,NO
Check   (3095).bmp,NO
Check  (1843).bmp,YES
Check  (2394).bmp,YES
Check   (618).bmp,NO
Check   (3289).bmp,NO
Check  (1643).bmp,YES
Check  (2520).bmp,YES
Check   (3406).bmp,NO
Check   (2061).bmp,NO
Check   (2826).bmp,NO
Check  (2009).bmp,YES
Check   (2055).bmp,NO
Check  (1613).bmp,YES
Check  (2242).bmp,YES
Check   (2516).bmp,NO
Check  (2197).bmp,NO
Check   (331).bmp,NO
Check   (2115).bmp,NO
Check  (1294).bmp,YES
Check  (146).bmp,YES
Check   (1710).bmp,NO
Check  (1088).bmp,YES
Check   (3335).bmp,NO
Check  (2316).bmp,YES
Check   (2816).bmp,YES
Check   (2534).bmp,NO
Check   (2106).bmp,NO
Check  (1026).bmp,YES
Check   (1560).bmp,NO
Check   (19).bmp,NO
Check   (60).bmp,NO
Check  (891).bmp,YES
Check   (1962).bmp,NO
Check  (1068).bmp,YES
Check   (3024).bmp,NO
Check   (2401).bmp,NO
Check  (1753).bmp,YES
Check   (1846).bmp,NO
Check   (1217).bmp,NO
Check   (1081).bmp,NO
Check   (823).bmp,NO
Check   (690).bmp,NO
Check  (2174).bmp,NO
Check   (893).bmp,NO
Check  (2368).bmp,NO
Check   (2237).bmp,NO
Check   (365).bmp,NO
Check   (1083).bmp,NO
Check  (504).bmp,YES
Check   (1851).bmp,NO
Check  (1002).bmp,YES
Check  (170).bmp,YES
Check  (2308).bmp,YES
Check  (209).bmp,YES
Check   (3260).bmp,NO
Check   (3068).bmp,NO
Check   (1629).bmp,NO
Check   (3433).bmp,YES
Check   (2264).bmp,NO
Check  (1994).bmp,YES
Check  (1460).bmp,YES
Check   (1745).bmp,NO
Check  (2099).bmp,YES
Check  (605).bmp,YES
Check   (2946).bmp,NO
Check   (1529).bmp,NO
Check   (1677).bmp,NO
Check   (2921).bmp,NO
Check   (100).bmp,NO
Check  (248).bmp,YES
Check   (845).bmp,NO
Check   (2348).bmp,YES
Check   (3089).bmp,NO
Check   (2186).bmp,NO
Check   (911).bmp,NO
Check   (1079).bmp,NO
Check  (1368).bmp,YES
Check   (1948).bmp,NO
Check  (1510).bmp,YES
Check   (3115).bmp,NO
Check   (1202).bmp,NO
Check   (2905).bmp,NO
Check   (1676).bmp,NO
Check   (2623).bmp,NO
Check  (386).bmp,YES
Check   (2845).bmp,NO
Check  (2026).bmp,YES
Check   (1150).bmp,NO
Check   (3431).bmp,NO
Check   (308).bmp,NO
Check   (743).bmp,NO
Check   (1719).bmp,NO
Check   (2829).bmp,NO
Check   (1069).bmp,NO
Check  (46).bmp,YES
Check   (627).bmp,NO
Check  (1863).bmp,YES
Check  (1063).bmp,YES
Check  (191).bmp,YES
Check   (1181).bmp,NO
Check   (2978).bmp,NO
Check   (834).bmp,NO
Check   (793).bmp,NO
Check  (1793).bmp,YES
Check   (1938).bmp,NO
Check   (3439).bmp,NO
Check   (791).bmp,NO
Check  (869).bmp,YES
Check  (2270).bmp,YES
Check   (924).bmp,NO
Check  (1128).bmp,YES
Check   (2111).bmp,YES
Check  (210).bmp,YES
Check   (2720).bmp,NO
Check   (1288).bmp,NO
Check   (2938).bmp,NO
Check   (1824).bmp,NO
Check   (2616).bmp,NO
Check   (3044).bmp,NO
Check   (374).bmp,NO
Check  (727).bmp,YES
Check   (724).bmp,NO
Check   (2714).bmp,YES
Check  (765).bmp,YES
Check   (3014).bmp,NO
Check  (403).bmp,YES
Check  (1179).bmp,YES
Check   (3380).bmp,NO
Check  (463).bmp,YES
Check  (1840).bmp,YES
Check  (1974).bmp,YES
Check  (919).bmp,YES
Check  (2176).bmp,YES
Check   (3305).bmp,NO
Check  (1096).bmp,YES
Check  (545).bmp,YES
Check   (2374).bmp,NO
Check   (1222).bmp,NO
Check   (2506).bmp,NO
Check   (396).bmp,NO
Check  (98).bmp,YES
Check  (1785).bmp,YES
Check   (2694).bmp,NO
Check  (2570).bmp,YES
Check  (1206).bmp,YES
Check   (1507).bmp,NO
Check   (1991).bmp,NO
Check  (2538).bmp,YES
Check   (1244).bmp,NO
Check   (657).bmp,NO
Check  (372).bmp,YES
Check  (512).bmp,YES
Check  (1015).bmp,YES
Check   (3007).bmp,NO
Check   (625).bmp,NO
Check  (1042).bmp,YES
Check   (3189).bmp,NO
Check   (1194).bmp,NO
Check   (344).bmp,NO
Check   (2191).bmp,NO
Check  (974).bmp,YES
Check   (2324).bmp,NO
Check  (755).bmp,YES
Check  (524).bmp,YES
Check   (2817).bmp,YES
Check  (795).bmp,YES
Check   (3063).bmp,NO
Check   (3207).bmp,NO
Check   (840).bmp,NO
Check   (1346).bmp,NO
Check   (1907).bmp,NO
Check  (1359).bmp,YES
Check   (3242).bmp,YES
Check   (1708).bmp,NO
Check  (171).bmp,YES
Check   (3247).bmp,NO
Check  (245).bmp,YES
Check  (910).bmp,YES
Check   (607).bmp,NO
Check   (2297).bmp,YES
Check  (2246).bmp,YES
Check   (1554).bmp,NO
Check   (1268).bmp,NO
Check  (1259).bmp,YES
Check   (1882).bmp,NO
Check   (1463).bmp,NO
Check  (2199).bmp,YES
Check   (3000).bmp,NO
Check   (437).bmp,NO
Check   (1040).bmp,YES
Check   (2505).bmp,NO
Check  (2156).bmp,YES
Check  (2583).bmp,NO
Check   (1478).bmp,NO
Check   (3192).bmp,YES
Check   (3430).bmp,NO
Check   (1732).bmp,NO
Check   (2961).bmp,NO
Check   (2789).bmp,NO
Check   (430).bmp,NO
Check   (2549).bmp,NO
Check   (1749).bmp,NO
Check   (1975).bmp,NO
Check  (1468).bmp,YES
Check   (2470).bmp,NO
Check   (541).bmp,NO
Check   (1916).bmp,NO
Check   (2823).bmp,NO
Check   (237).bmp,NO
Check  (478).bmp,YES
Check  (104).bmp,YES
Check   (733).bmp,NO
Check  (893).bmp,YES
Check   (1058).bmp,NO
Check   (1903).bmp,NO
Check  (1745).bmp,YES
Check   (1421).bmp,NO
Check  (2233).bmp,YES
Check   (2728).bmp,NO
Check   (3018).bmp,NO
Check  (1799).bmp,YES
Check  (2525).bmp,YES
Check  (1908).bmp,YES
Check  (1984).bmp,YES
Check  (623).bmp,YES
Check   (182).bmp,NO
Check  (1748).bmp,YES
Check   (2552).bmp,NO
Check   (3062).bmp,NO
Check  (691).bmp,YES
Check   (992).bmp,NO
Check  (332).bmp,YES
Check  (1573).bmp,YES
Check   (1657).bmp,NO
Check  (2469).bmp,YES
Check   (2940).bmp,NO
Check   (3019).bmp,NO
Check   (2450).bmp,NO
Check   (678).bmp,NO
Check   (66).bmp,NO
Check  (554).bmp,YES
Check  (2271).bmp,YES
Check   (2302).bmp,NO
Check  (23).bmp,YES
Check   (2395).bmp,NO
Check   (757).bmp,NO
Check  (2345).bmp,YES
Check   (147).bmp,NO
Check  (766).bmp,YES
Check  (1626).bmp,YES
Check   (594).bmp,NO
Check   (2519).bmp,NO
Check  (801).bmp,YES
Check  (2371).bmp,YES
Check   (1572).bmp,NO
Check   (1922).bmp,NO
Check   (2970).bmp,NO
Check   (651).bmp,NO
Check   (3053).bmp,YES
Check   (1175).bmp,NO
Check  (1683).bmp,YES
Check   (2216).bmp,NO
Check  (945).bmp,YES
Check   (1518).bmp,NO
Check   (309).bmp,NO
Check   (1497).bmp,NO
Check  (2453).bmp,YES
Check  (2213).bmp,YES
Check  (2202).bmp,YES
Check   (3387).bmp,NO
Check  (1521).bmp,YES
Check  (365).bmp,YES
Check  (1778).bmp,YES
Check   (1211).bmp,NO
Check  (1610).bmp,YES
Check   (1037).bmp,NO
Check  (962).bmp,YES
Check   (1115).bmp,NO
Check  (1661).bmp,YES
Check  (1690).bmp,YES
Check   (2966).bmp,NO
Check   (2951).bmp,NO
Check   (2613).bmp,NO
Check   (3233).bmp,YES
Check   (2903).bmp,YES
Check   (2649).bmp,NO
Check   (1904).bmp,NO
Check  (1621).bmp,YES
Check   (1950).bmp,YES
Check  (816).bmp,YES
Check   (1209).bmp,NO
Check  (1297).bmp,YES
Check  (1835).bmp,YES
Check   (3282).bmp,YES
Check   (2241).bmp,NO
Check   (1722).bmp,NO
Check  (1953).bmp,YES
Check   (148).bmp,NO
Check   (3351).bmp,NO
Check  (773).bmp,YES
Check  (2158).bmp,YES
Check  (1182).bmp,YES
Check   (1593).bmp,NO
Check   (2165).bmp,NO
Check  (2601).bmp,YES
Check   (1698).bmp,NO
Check   (2415).bmp,YES
Check   (637).bmp,NO
Check   (1740).bmp,YES
Check   (1724).bmp,NO
Check  (1659).bmp,YES
Check  (451).bmp,YES
Check   (1659).bmp,NO
Check   (1685).bmp,NO
Check   (27).bmp,NO
Check   (2382).bmp,NO
Check   (1240).bmp,NO
Check  (648).bmp,YES
Check   (450).bmp,NO
Check   (2447).bmp,NO
Check  (111).bmp,YES
Check  (316).bmp,YES
Check   (3208).bmp,YES
Check   (2950).bmp,NO
Check   (2982).bmp,NO
Check  (482).bmp,YES
Check   (2227).bmp,NO
Check   (564).bmp,NO
Check   (2334).bmp,NO
Check  (212).bmp,YES
Check   (998).bmp,NO
Check  (1422).bmp,YES
Check   (809).bmp,NO
Check  (997).bmp,YES
Check  (1924).bmp,YES
Check   (1707).bmp,NO
Check  (2182).bmp,YES
Check  (1821).bmp,YES
Check   (462).bmp,NO
Check   (530).bmp,NO
Check  (966).bmp,YES
Check  (616).bmp,YES
Check  (1651).bmp,YES
Check  (2107).bmp,YES
Check   (2699).bmp,NO
Check  (1141).bmp,YES
Check   (2201).bmp,NO
Check   (830).bmp,NO
Check   (244).bmp,NO
Check   (1145).bmp,NO
Check   (207).bmp,NO
Check   (1522).bmp,NO
Check   (2323).bmp,YES
Check   (2479).bmp,NO
Check  (130).bmp,YES
Check   (2067).bmp,NO
Check  (2205).bmp,YES
Check  (700).bmp,YES
Check  (806).bmp,YES
Check  (1353).bmp,YES
Check   (1877).bmp,NO
Check   (707).bmp,NO
Check   (2054).bmp,NO
Check   (1247).bmp,NO
Check   (642).bmp,NO
Check   (2084).bmp,YES
Check   (3083).bmp,NO
Check  (1930).bmp,YES
Check   (2926).bmp,NO
Check  (518).bmp,YES
Check   (1636).bmp,NO
Check   (3161).bmp,NO
Check   (326).bmp,NO
Check  (826).bmp,YES
Check   (1031).bmp,NO
Check   (3332).bmp,NO
Check  (1749).bmp,YES
Check   (740).bmp,NO
Check  (1893).bmp,YES
Check  (135).bmp,YES
Check   (2925).bmp,NO
Check   (76).bmp,NO
Check   (2746).bmp,YES
Check   (221).bmp,NO
Check   (2288).bmp,YES
Check   (2660).bmp,NO
Check  (713).bmp,YES
Check  (2259).bmp,YES
Check   (2786).bmp,NO
Check  (218).bmp,YES
Check  (1292).bmp,YES
Check   (2692).bmp,NO
Check   (1484).bmp,NO
Check   (2924).bmp,NO
Check  (965).bmp,YES
Check  (1145).bmp,YES
Check  (1064).bmp,YES
Check  (522).bmp,YES
Check   (35).bmp,NO
Check  (874).bmp,YES
Check  (323).bmp,YES
Check  (2046).bmp,YES
Check   (459).bmp,NO
Check   (1766).bmp,NO
Check   (263).bmp,NO
Check   (3096).bmp,NO
Check  (2397).bmp,YES
Check  (1498).bmp,YES
Check   (810).bmp,NO
Check   (2013).bmp,NO
Check   (3042).bmp,NO
Check   (438).bmp,NO
Check   (3297).bmp,NO
Check   (470).bmp,NO
Check   (1875).bmp,NO
Check  (1595).bmp,YES
Check   (1653).bmp,NO
Check   (3354).bmp,NO
Check   (705).bmp,NO
Check   (1180).bmp,YES
Check  (2557).bmp,YES
Check   (2900).bmp,NO
Check   (2603).bmp,NO
Check   (2815).bmp,NO
Check  (1950).bmp,YES
Check   (363).bmp,NO
Check   (1007).bmp,NO
Check   (2086).bmp,YES
Check  (1309).bmp,YES
Check   (2182).bmp,NO
Check  (1791).bmp,YES
Check  (388).bmp,YES
Check   (3338).bmp,NO
Check  (2258).bmp,YES
Check  (457).bmp,YES
Check  (2558).bmp,YES
Check   (916).bmp,NO
Check   (3174).bmp,NO
Check   (49).bmp,NO
Check  (1426).bmp,NO
Check  (1350).bmp,YES
Check  (2569).bmp,YES
Check  (1365).bmp,YES
Check  (2414).bmp,YES
Check  (2286).bmp,YES
Check   (682).bmp,NO
Check  (487).bmp,YES
Check  (465).bmp,YES
Check  (935).bmp,YES
Check  (1762).bmp,YES
Check   (1251).bmp,NO
Check   (2721).bmp,NO
Check   (1737).bmp,NO
Check   (1542).bmp,NO
Check   (2775).bmp,NO
Check  (872).bmp,YES
Check  (1238).bmp,YES
Check   (2147).bmp,NO
Check   (2838).bmp,NO
Check   (525).bmp,NO
Check  (1314).bmp,YES
Check   (2560).bmp,NO
Check  (547).bmp,YES
Check  (860).bmp,YES
Check   (442).bmp,NO
Check  (2105).bmp,YES
Check   (1088).bmp,NO
Check  (2028).bmp,YES
Check   (599).bmp,NO
Check  (2506).bmp,YES
Check  (1533).bmp,YES
Check   (751).bmp,NO
Check   (709).bmp,NO
Check   (2329).bmp,YES
Check  (2428).bmp,YES
Check  (2169).bmp,YES
Check   (2762).bmp,NO
Check  (1235).bmp,YES
Check  (1841).bmp,YES
Check   (1699).bmp,NO
Check  (427).bmp,YES
Check   (2494).bmp,NO
Check   (439).bmp,NO
Check   (160).bmp,NO
Check   (3425).bmp,YES
Check  (1120).bmp,YES
Check  (813).bmp,YES
Check   (1402).bmp,NO
Check   (993).bmp,NO
Check  (2288).bmp,YES
Check  (1828).bmp,YES
Check   (1347).bmp,NO
Check   (1047).bmp,NO
Check  (1217).bmp,YES
Check   (479).bmp,NO
Check   (1563).bmp,NO
Check   (3280).bmp,NO
Check  (2611).bmp,YES
Check   (416).bmp,NO
Check   (1298).bmp,NO
Check   (2344).bmp,NO
Check   (749).bmp,NO
Check   (2051).bmp,NO
Check   (1335).bmp,NO
Check   (2793).bmp,NO
Check  (2192).bmp,YES
Check   (866).bmp,NO
Check  (2373).bmp,YES
Check   (658).bmp,NO
Check  (2261).bmp,YES
Check   (901).bmp,NO
Check   (74).bmp,NO
Check  (791).bmp,YES
Check   (352).bmp,NO
Check   (313).bmp,NO
Check  (308).bmp,YES
Check  (1211).bmp,YES
Check   (3135).bmp,NO
Check  (2437).bmp,YES
Check   (1589).bmp,NO
Check  (1093).bmp,YES
Check   (2057).bmp,NO
Check   (202).bmp,NO
Check   (3309).bmp,NO
Check  (1637).bmp,YES
Check   (1159).bmp,NO
Check  (120).bmp,YES
Check  (1285).bmp,YES
Check   (943).bmp,NO
Check   (3409).bmp,NO
Check   (2963).bmp,NO
Check  (1611).bmp,YES
Check   (2827).bmp,NO
Check   (34).bmp,NO
Check  (2221).bmp,NO
Check   (1768).bmp,NO
Check  (314).bmp,YES
Check  (1961).bmp,YES
Check   (347).bmp,NO
Check  (470).bmp,YES
Check   (1559).bmp,NO
Check   (1868).bmp,NO
Check  (572).bmp,YES
Check   (2778).bmp,NO
Check  (898).bmp,YES
Check   (1359).bmp,NO
Check   (445).bmp,NO
Check   (73).bmp,NO
Check   (1121).bmp,NO
Check   (3303).bmp,YES
Check  (1076).bmp,YES
Check   (2002).bmp,NO
Check   (471).bmp,NO
Check   (1782).bmp,NO
Check   (2497).bmp,NO
Check   (920).bmp,NO
Check  (25).bmp,YES
Check  (1941).bmp,YES
Check   (2010).bmp,NO
Check   (2626).bmp,NO
Check   (2016).bmp,NO
Check   (302).bmp,NO
Check  (2338).bmp,YES
Check   (660).bmp,NO
Check   (1409).bmp,NO
Check   (2423).bmp,NO
Check  (1959).bmp,YES
Check   (895).bmp,NO
Check  (1157).bmp,YES
Check   (2263).bmp,NO
Check   (2114).bmp,YES
Check  (1267).bmp,YES
Check  (2383).bmp,NO
Check  (2531).bmp,YES
Check   (2347).bmp,NO
Check  (822).bmp,YES
Check   (2585).bmp,NO
Check   (1524).bmp,NO
Check   (2435).bmp,NO
Check   (759).bmp,NO
Check  (732).bmp,YES
Check  (216).bmp,YES
Check   (2765).bmp,NO
Check   (3120).bmp,NO
Check   (3106).bmp,NO
Check  (2062).bmp,YES
Check   (2003).bmp,NO
Check   (3232).bmp,NO
Check  (1546).bmp,YES
Check  (1500).bmp,YES
Check  (1695).bmp,YES
Check  (174).bmp,YES
Check   (3423).bmp,NO
Check  (431).bmp,YES
Check  (1391).bmp,YES
Check  (1978).bmp,YES
Check   (1155).bmp,NO
Check  (1877).bmp,YES
Check  (1772).bmp,YES
Check  (702).bmp,YES
Check   (339).bmp,NO
Check  (802).bmp,YES
Check  (1996).bmp,YES
Check   (385).bmp,NO
Check   (270).bmp,NO
Check  (2315).bmp,YES
Check   (1416).bmp,NO
Check  (1979).bmp,YES
Check  (1040).bmp,YES
Check  (1906).bmp,YES
Check  (1983).bmp,YES
Check   (712).bmp,NO
Check   (2254).bmp,NO
Check   (2255).bmp,NO
Check   (1027).bmp,NO
Check   (226).bmp,NO
Check  (1476).bmp,YES
Check   (3308).bmp,NO
Check   (1988).bmp,NO
Check  (1446).bmp,YES
Check   (33).bmp,NO
Check   (622).bmp,NO
Check   (2680).bmp,NO
Check   (3151).bmp,NO
Check   (1841).bmp,NO
Check   (753).bmp,NO
Check   (2577).bmp,NO
Check   (909).bmp,NO
Check   (559).bmp,NO
Check   (3225).bmp,YES
Check   (421).bmp,NO
Check   (1548).bmp,NO
Check  (2058).bmp,YES
Check  (1739).bmp,YES
Check  (2116).bmp,YES
Check   (2645).bmp,NO
Check   (1170).bmp,NO
Check  (73).bmp,YES
Check   (1689).bmp,NO
Check  (683).bmp,YES
Check   (370).bmp,NO
Check   (3113).bmp,YES
Check  (916).bmp,YES
Check   (1495).bmp,NO
Check  (2216).bmp,YES
Check  (993).bmp,YES
Check   (1026).bmp,NO
Check   (127).bmp,NO
Check  (84).bmp,YES
Check   (760).bmp,NO
Check   (1422).bmp,NO
Check  (1050).bmp,YES
Check   (1207).bmp,NO
Check   (3258).bmp,NO
Check  (2102).bmp,YES
Check  (294).bmp,YES
Check   (3240).bmp,NO
Check   (2814).bmp,NO
Check   (3347).bmp,NO
Check   (1800).bmp,NO
Check   (582).bmp,NO
Check   (2589).bmp,NO
Check  (769).bmp,YES
Check  (2279).bmp,YES
Check  (1654).bmp,YES
Check   (2364).bmp,NO
Check  (415).bmp,YES
Check  (1976).bmp,YES
Check   (2853).bmp,NO
Check   (507).bmp,NO
Check   (1055).bmp,NO
Check  (643).bmp,YES
Check   (3290).bmp,NO
Check   (1342).bmp,NO
Check   (2647).bmp,NO
Check   (192).bmp,NO
Check  (2457).bmp,YES
Check   (2445).bmp,NO
Check  (1699).bmp,YES
Check  (673).bmp,YES
Check   (2620).bmp,NO
Check   (975).bmp,NO
Check   (2733).bmp,NO
Check  (636).bmp,YES
Check  (180).bmp,YES
Check   (1569).bmp,NO
